Index,Ring,Middle,Thumb,Pinky
2.8642003429314093,0,3.576189278703653,0.8946595522158012,0.4811076760698658
2.233897918721801,0,0,0,0
0.45125185996235434,0,0,0.8166341201166372,0
0.3433489268125742,0,0,14.367279400115963,0
0,0,0,17.139727946267765,0
0.9034677865427909,0,0,16.178505498802267,0
0.12413351490309509,0,0,7.446810016520927,0
0.3311796977401797,0,0,14.566776840565943,1.319157062492043
0.757522012835362,0,0,12.784427269422123,0.21718183302006047
0.08947210725680499,0,0,12.384769512392696,0.19057881351619274
0.5518159369475494,0,0,13.354910956231217,0
0.1569060258446648,0,0,13.824773371478258,0.5293924358615592
0,0,0,10.469797031029865,0
0.6596476827803076,0,0,12.677110501685183,0
1.5031713282282242,0,0,7.634397613802111,0
0.4257844268133719,0,0,10.914923139096759,0
1.097425171515434,0,0,8.532750037566547,0
0.3846030274678429,0,0,8.429988367584201,0
1.2285363288355378,0,0,8.857142826380228,0
0.5036703529742,0,0,11.424664397352037,0
1.0996679790373498,0,0,10.824254237673589,0
1.2978148114491006,0,0,10.84186880762292,0
0.8358269925715205,0,0,9.881407035164589,0
1.2108252621144928,0,0,7.409965895732668,0
1.0301664588590962,0,0,6.825812238676985,0
0.8203691378986486,0,0,7.9053146417636,0
0.6614186730306839,0,0,8.056326190030488,0
0.898997719603058,0,0,7.349366617233016,0
0.6787285227557968,0,0,6.130585173909786,0
0.4311540875813474,0,0,7.2776640830679975,0
0.6604776592018623,0,0,6.863489890210965,0
1.150902932850077,0,0,7.371883339537555,0
0.3809650531527195,0,0,7.399431355611166,0
0.5239363078024736,0,0,7.690442611977446,0
0.7067406776148675,0,0,5.810858339003455,0
0.3687537128768397,0,0,6.477718946904393,0
1.037750539586645,0,0,7.094921988991287,0
0.8283208198579296,0,0,8.370903495121823,0
0.8388913247183233,0,0,7.816345541133745,0
0.8777204991041752,0,0,9.792734778556499,0
0.7193332406187035,0,0,9.10626719822454,0
0.10995979136724406,0,0,9.100189788078202,0
0.4462245305374898,0,0,7.9977631116693235,0
0.7797012725673063,0,0,8.914793471838832,0
0.8453836025823956,0,0,9.41648908012112,0
1.4038022785169404,0,0,11.057076375063355,0
1.3688848807161107,0,0,11.986637345552483,0
1.3090029201952933,0,0,11.309496987164488,0
1.3122359875538672,0,0,12.762818534022575,0
1.5824299744925963,0,0,11.935465301876443,0
0.8324690706751239,0,0,10.09912186357305,0
1.4781021763008528,0,0,11.791479884225135,0
1.1275921184540878,0,0,9.59850416696626,0
0.5479834204292278,0,0,9.64275211049677,0
1.1023163574081747,0,0,11.724417606466991,0
1.2655946264573468,0,0,12.4151580720997,0
0.8143709606552393,0,0,11.614614202144967,0
1.2340717403604382,0,0,12.237644654767141,0
1.341557975416956,0,0,11.862614796197128,0
1.4953859102022813,0,0,8.986967646821858,0
1.3166875154377984,0,0,10.748949353367033,0
1.3728760840138527,0,0,12.895257039553496,0
1.1337939055470279,0,0,11.465361300072884,0
1.7247210545442213,0,0,10.447462091523821,0
1.395520358245542,0,0,9.564658005605459,0
1.2150778428371731,0,0,10.95463358202606,0
1.511149130350561,0,0,8.113079666531405,0
1.2407522848205903,0,0,10.629676309246848,0
1.2381767398637114,0,0,10.432533980260283,0
1.2433011630314825,0,0,10.747079354997839,0
1.5188657276730664,0,0,8.710309690860731,0
1.7561834800046614,0,0,9.079875235970768,0
1.6284701379647544,0,0,9.187420085659125,0
1.6951928836847991,0,0,11.431034850914745,0
1.5385946303108768,0,0,10.143726535705905,0
1.3127872412174362,0,0,6.831773082664276,0
1.4854804607650627,0,0,6.64907017337379,0
0.9086315957974733,0,0,1.9806307268866177,0
0.986513443172002,0,0,1.2225890018800785,0
0.5978010668692009,0,0,0,0
0,1.6102825564466703,0,13.624147431400463,0
0,0.6638463226645043,0,14.23459869068085,0
0,5.998536931881006,0.29668910192807796,47.39185566870808,0.37736192998976004
0,4.753886716963054,0,54.07640477674183,0.6040384592222214
0,6.029820272501384,0.15793017224189862,52.28058982282514,1.6629857432203263
0,8.745830411568539,1.6359186432806525,67.77618873945923,1.7128087427149872
0,8.759734250449423,0.7856236978689725,70.59783947997707,2.3920824540011756
0,7.831235214183254,2.162405106233705,74.5017457832644,2.1076506829710984
0,8.467502280932129,4.21740679150213,73.23997298109616,4.0889900290835905
0,10.890803544924166,7.932458369354458,78.87682797855084,9.594912452519297
0,8.665958698258919,8.444560576733606,68.78887242747331,8.225422709735037
0,8.97043810037622,10.20441755539033,70.25456953432075,10.09470475638277
1.9154429825329828,12.732815317872932,15.823487365706224,71.36678524222847,12.590072988370126
0.9298136160103413,12.260862515928508,17.026121261248644,75.79808419994359,12.806774288495301
3.9272756423272566,14.652677682422052,20.78299147282281,74.60892283381486,14.345276495692858
3.146164716350704,12.804053074723258,19.044316840597244,77.04260293402248,14.280949603605142
8.055894187174443,25.600298886301424,24.891661242749212,84.714638860781,22.161363902097307
6.685834354912872,27.08794543996538,22.68318344252524,82.04967821784258,25.26309820646425
13.333047550762874,38.86660201615325,27.483407061881618,88.73805344083549,32.99420308792336
21.132868694166877,106.97389136403038,66.03339502077415,81.88851300405878,74.33610351990578
22.270906980012768,125.73510809140168,81.72240995875926,87.93897290109652,87.93627079845108
41.77977607843931,150,129.64533742959162,70.39994321670125,119.74160313439737
30.57978987909749,150,137.636000741148,66.27836482006244,119.87414749962497
47.20356085202304,150,139.54894334534438,68.93490713719075,123.3465892691192
44.81991267848152,150,141.76629056831382,67.2874998650577,129.13248932650382
44.76241979929127,150,141.61230715095687,54.797774018371946,129.1788429153647
